name,type,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
NEWTON LODGE,Condo,Central,CCR - [D11],,0,no sales,1622,1/9/2023,,,0,no sales,1735,1/9/2022,0,no sales,1622,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1599,2021,0,no sales,1735,2022,0,no sales,1622,2023
NEWTON ONE,Condo,Central,CCR - [D11],,0,no sales,2261,1/5/2023,,,0,no sales,2261,1/5/2023,0,no sales,2261,no sales,0,no sales,0,NaT,0,no sales,1996,2018,0,no sales,2040,2019,0,no sales,2041,2020,0,no sales,2107,2021,0,no sales,2195,2022,0,no sales,2261,2023
NEWTON SUITES,Condo,Central,CCR - [D11],,2166,1/5/2022,2286,1/7/2022,,,2197,1/12/2020,2286,1/7/2022,2166,no sales,2286,no sales,0,NaT,0,NaT,2109,2018,2104,2018,0,no sales,2104,2019,2080,2020,2121,2020,2090,2021,2084,2021,2166,2022,2286,2022,0,no sales,0,no sales
NICOLE GREEN,Condo,East,RCR - [D14],,1372,1/10/2023,1338,1/10/2022,,,1404,1/4/2023,1357,1/3/2022,1372,half year,1338,no sales,0,NaT,0,NaT,1167,2018,1142,2018,1134,2019,0,no sales,0,no sales,0,no sales,0,no sales,1357,2021,0,no sales,1348,2022,1388,2023,0,no sales
NICON GARDENS,Condo,West,OCR - [D23],,0,no sales,596,1/11/2021,,,0,no sales,723,1/10/2021,0,no sales,596,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,644,2019,0,no sales,657,2020,0,no sales,660,2021,0,no sales,0,no sales,0,no sales,0,no sales
NIM GARDENS,Condo,Northeast,OCR - [D28],,0,no sales,1195,1/5/2023,,,0,no sales,1195,1/5/2023,0,no sales,1195,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,813,2019,0,no sales,863,2020,0,no sales,976,2021,0,no sales,1071,2022,0,no sales,1158,2023
NIN RESIDENCE,Condo,East,RCR - [D13],,1548,1/12/2023,1561,1/10/2023,,,1731,1/4/2023,1571,1/9/2023,1578,half year,1566,half year,0,NaT,0,NaT,1492,2018,1179,2018,1322,2019,1293,2019,1320,2020,1146,2020,1367,2021,1050,2021,1424,2022,1490,2022,1554,2023,1566,2023
NINE RESIDENCES,Condo,North,OCR - [D27],,1225,1/12/2023,1151,1/12/2023,,,1313,1/2/2023,1236,1/7/2022,1225,half year,1151,half year,0,NaT,0,NaT,1219,2018,0,no sales,1166,2019,1004,2019,932,2020,0,no sales,1170,2021,0,no sales,1208,2022,1154,2022,1260,2023,1168,2023
NINETEEN SHELFORD ROAD,Condo,Central,CCR - [D11],,1925,1/12/2023,1756,1/8/2023,,,1963,1/5/2022,1971,1/3/2023,1944,half year,1756,half year,0,NaT,0,NaT,1573,2018,1398,2018,1566,2019,1412,2019,1590,2020,1645,2020,1635,2021,1395,2021,1789,2022,1638,2022,1940,2023,1757,2023
NOMA,Condo,East,RCR - [D14],,0,NaT,0,NaT,,,1808,1/8/2020,1600,1/8/2020,1668,no sales,1478,no sales,1668,1/9/2021,1478,1/11/2021,0,no sales,0,no sales,0,no sales,0,no sales,1654,2020,1527,2020,1643,2021,1479,2021,0,no sales,0,no sales,0,no sales,0,no sales
NOMU,Condo,Central,CCR - [D09],,2608,1/7/2022,2589,1/8/2023,,,2608,1/7/2022,2589,1/8/2023,2608,no sales,2589,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,2305,2019,0,no sales,1984,2020,2300,2021,2075,2021,2608,2022,2517,2022,0,no sales,2530,2023
NORMANTON PARK,Condo,West,RCR - [D05],,2144,1/8/2023,2144,1/8/2023,,,2144,1/8/2023,1922,1/5/2022,2144,half year,1899,no sales,1953,1/5/2022,1899,1/7/2022,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1794,2021,1796,2021,1871,2022,1850,2022,2144,2023,0,no sales
NORTH PARK RESIDENCES,Condo,North,OCR - [D27],,1822,1/12/2023,1785,1/9/2023,,,1937,1/11/2023,1785,1/9/2023,1806,half year,1738,half year,0,NaT,0,NaT,0,no sales,0,no sales,1584,2019,1555,2019,1476,2020,1460,2020,1584,2021,1509,2021,1671,2022,1592,2022,1790,2023,1668,2023
NORTHVALE,Condo,West,OCR - [D23],,1120,1/10/2023,1015,1/12/2023,,,1132,1/6/2023,1086,1/10/2023,1120,half year,992,half year,0,NaT,0,NaT,0,no sales,711,2018,901,2019,757,2019,961,2020,726,2020,985,2021,757,2021,1001,2022,825,2022,1126,2023,950,2023
NORTHWOOD,Condo,North,OCR - [D27],,0,no sales,1100,1/10/2023,,,0,no sales,1218,1/7/2023,0,no sales,1026,half year,0,no sales,0,NaT,0,no sales,852,2018,0,no sales,858,2019,0,no sales,898,2020,0,no sales,984,2021,0,no sales,1095,2022,0,no sales,1070,2023
NOTTINGHILL SUITES,Condo,West,RCR - [D21],,1783,1/10/2023,0,no sales,,,1848,1/8/2023,0,no sales,1796,half year,0,no sales,0,NaT,0,no sales,1620,2018,0,no sales,1610,2019,0,no sales,1485,2020,0,no sales,1444,2021,0,no sales,1646,2022,0,no sales,1704,2023,0,no sales
NOUVEL 18,Condo,Central,CCR - [D10],,0,no sales,3109,1/5/2023,,,0,no sales,3867,1/8/2019,0,no sales,3109,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,3433,2019,0,no sales,3088,2020,0,no sales,3154,2021,0,no sales,3218,2022,0,no sales,3113,2023
NOUVELLE PARK,Condo,Northeast,OCR - [D19],,0,no sales,1323,1/10/2023,,,0,no sales,1385,1/3/2023,0,no sales,1323,half year,0,no sales,0,NaT,0,no sales,963,2018,0,no sales,990,2019,0,no sales,950,2020,0,no sales,1102,2021,0,no sales,1190,2022,0,no sales,1305,2023
NOVA 48,Condo,Central,RCR - [D12],,1709,1/9/2023,1642,1/10/2023,,,1730,1/2/2023,1699,1/2/2023,1709,half year,1642,half year,0,NaT,0,NaT,1306,2018,0,no sales,0,no sales,1273,2019,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1577,2022,1720,2023,1670,2023
NOVA 88,Condo,Central,RCR - [D12],,1542,1/7/2023,1465,1/7/2022,,,1542,1/7/2023,1471,1/6/2022,1542,no sales,1465,no sales,0,NaT,0,NaT,1337,2018,1273,2018,0,no sales,1313,2019,1323,2020,0,no sales,1385,2021,1360,2021,1444,2022,1371,2022,1542,2023,0,no sales
NOVELIS,Condo,Central,CCR - [D11],,1816,1/3/2023,0,no sales,,,1957,1/2/2023,0,no sales,1816,no sales,0,no sales,0,NaT,0,no sales,1544,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1748,2021,0,no sales,1776,2022,0,no sales,1886,2023,0,no sales
NOVENA COURT,Condo,Central,CCR - [D11],,1729,1/11/2023,0,no sales,,,1729,1/11/2023,0,no sales,1588,half year,0,no sales,0,NaT,0,no sales,1347,2018,0,no sales,1467,2019,0,no sales,1260,2020,0,no sales,1407,2021,0,no sales,1442,2022,0,no sales,1544,2023,0,no sales
NOVENA HILL,Condo,Central,CCR - [D11],,1496,1/9/2023,0,no sales,,,1616,1/12/2021,0,no sales,1496,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1562,2020,0,no sales,1616,2021,0,no sales,1562,2022,0,no sales,1496,2023,0,no sales
NOVENA LODGE,Condo,Central,CCR - [D11],,1794,1/9/2023,0,no sales,,,1824,1/5/2022,0,no sales,1794,half year,0,no sales,0,NaT,0,no sales,1595,2018,0,no sales,1483,2019,0,no sales,0,no sales,0,no sales,1501,2021,0,no sales,1779,2022,0,no sales,1794,2023,0,no sales
NOVENA REGENCY,Condo,Central,CCR - [D11],,1777,1/11/2023,1517,1/12/2023,,,2117,1/5/2020,1517,1/12/2023,1926,half year,1517,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,2117,2020,0,no sales,0,no sales,1267,2021,0,no sales,0,no sales,1929,2023,1517,2023
NOVENA SUITES,Condo,Central,CCR - [D11],,2111,1/5/2023,0,no sales,,,2111,1/5/2023,0,no sales,2111,no sales,0,no sales,0,NaT,0,no sales,1812,2018,0,no sales,0,no sales,0,no sales,1705,2020,0,no sales,1858,2021,0,no sales,1832,2022,0,no sales,2111,2023,0,no sales
NV RESIDENCES,Condo,East,OCR - [D18],,1360,1/12/2023,1225,1/10/2023,,,1454,1/5/2023,1239,1/8/2023,1290,half year,1203,half year,0,NaT,0,NaT,993,2018,923,2018,972,2019,891,2019,929,2020,869,2020,999,2021,923,2021,1112,2022,1049,2022,1266,2023,1186,2023
NYON,Condo,East,RCR - [D15],,2496,1/4/2023,2496,1/4/2023,,,2721,1/12/2021,2541,1/11/2021,2496,no sales,2124,no sales,2551,1/3/2022,2124,1/11/2022,0,no sales,0,no sales,2198,2019,0,no sales,2214,2020,2118,2020,2377,2021,2191,2021,2350,2022,2197,2022,2440,2023,0,no sales
OASIS @ ELIAS,Condo,East,OCR - [D18],,1174,1/7/2023,1180,1/11/2023,,,1174,1/7/2023,1180,1/11/2023,1174,no sales,1090,half year,0,NaT,0,NaT,0,no sales,790,2018,796,2019,806,2019,801,2020,818,2020,842,2021,875,2021,889,2022,964,2022,1086,2023,1070,2023
OASIS GARDEN,Condo,Northeast,RCR - [D19],,1478,1/11/2023,1616,1/10/2023,,,1478,1/11/2023,1616,1/10/2023,1478,half year,1602,half year,0,NaT,0,NaT,1188,2018,1201,2018,1193,2019,1247,2019,1216,2020,1239,2020,0,no sales,1282,2021,0,no sales,1442,2022,1478,2023,1569,2023
OCEAN FRONT SUITES,Condo,East,OCR - [D17],,1552,1/6/2023,1248,1/3/2021,,,1552,1/6/2023,1248,1/3/2021,1552,no sales,1248,no sales,0,NaT,0,NaT,0,no sales,1102,2018,0,no sales,0,no sales,1338,2020,0,no sales,1265,2021,1248,2021,1461,2022,0,no sales,1532,2023,0,no sales
OCEAN PARK,Condo,East,OCR - [D15],,0,no sales,1986,1/10/2023,,,0,no sales,1986,1/10/2023,0,no sales,1782,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1199,2019,0,no sales,1399,2020,0,no sales,1587,2021,0,no sales,1683,2022,0,no sales,1725,2023
OKIO,Condo,Central,RCR - [D12],,1728,1/12/2023,1226,1/1/2021,,,1805,1/8/2022,1226,1/1/2021,1728,half year,1226,no sales,0,NaT,0,NaT,1534,2018,0,no sales,1538,2019,0,no sales,1672,2020,0,no sales,1592,2021,1226,2021,1677,2022,0,no sales,1693,2023,0,no sales
OLA RESIDENCES,Condo,East,RCR - [D15],,1448,1/6/2022,1559,1/7/2023,,,1564,1/7/2018,1713,1/12/2021,1448,no sales,1559,no sales,0,NaT,0,NaT,1564,2018,0,no sales,1427,2019,1118,2019,1476,2020,1470,2020,0,no sales,1502,2021,1448,2022,0,no sales,0,no sales,1559,2023
OLEANAS RESIDENCE,Condo,Central,CCR - [D09],,0,no sales,2103,1/11/2023,,,0,no sales,2157,1/8/2022,0,no sales,2010,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1776,2019,0,no sales,1578,2020,0,no sales,1764,2021,0,no sales,2052,2022,0,no sales,2010,2023
OLEANDER TOWERS,Condo,Central,RCR - [D12],,1461,1/11/2023,1346,1/5/2023,,,1461,1/11/2023,1441,1/4/2023,1424,half year,1346,no sales,0,NaT,0,NaT,1136,2018,1148,2018,1103,2019,1116,2019,1125,2020,1100,2020,1142,2021,1171,2021,0,no sales,1259,2022,1399,2023,1369,2023
OLLOI,Condo,East,RCR - [D15],,1797,1/5/2023,2140,1/6/2023,,,1744,1/2/2021,2140,1/6/2023,1718,no sales,2140,no sales,1718,1/3/2021,1776,1/8/2021,0,no sales,0,no sales,1721,2019,1695,2019,1719,2020,1637,2020,1731,2021,1708,2021,0,no sales,0,no sales,0,no sales,1968,2023
ONAN COURT,Condo,East,RCR - [D15],,0,no sales,929,1/4/2020,,,0,no sales,929,1/4/2020,0,no sales,929,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,929,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
ONAN SUITES,Condo,East,RCR - [D15],,1579,1/5/2023,1284,1/7/2023,,,1579,1/5/2023,1284,1/7/2023,1579,no sales,1284,no sales,0,NaT,0,NaT,1310,2018,1018,2018,1236,2019,0,no sales,0,no sales,0,no sales,1478,2021,981,2021,0,no sales,0,no sales,1579,2023,1274,2023
ONE @ PULASAN,Condo,East,RCR - [D15],,1113,1/11/2020,1548,1/3/2023,,,1305,1/10/2020,1548,1/3/2023,1113,no sales,1548,no sales,0,NaT,0,NaT,1179,2018,0,no sales,0,no sales,1062,2019,1209,2020,984,2020,0,no sales,1176,2021,0,no sales,1326,2022,0,no sales,1548,2023
ONE AKYAB,Condo,Central,CCR - [D11],,0,no sales,1312,1/3/2022,,,0,no sales,1312,1/3/2022,0,no sales,1312,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1254,2021,0,no sales,1312,2022,0,no sales,0,no sales
ONE AMBER,Condo,East,RCR - [D15],,2310,1/9/2023,2130,1/10/2023,,,2390,1/4/2023,2249,1/8/2023,2268,half year,2189,half year,0,NaT,0,NaT,1983,2018,1863,2018,1823,2019,1617,2019,1879,2020,1595,2020,1728,2021,1769,2021,2060,2022,1894,2022,2244,2023,2141,2023
ONE BALMORAL,Condo,Central,CCR - [D10],,2314,1/7/2023,2730,1/10/2023,,,2606,1/8/2022,2752,1/1/2023,2314,no sales,2722,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,2624,2019,0,no sales,2007,2020,2358,2021,2695,2021,2426,2022,2430,2022,2314,2023,2732,2023
ONE BERNAM,Condo,Central,CCR - [D02],,0,NaT,0,NaT,,,3344,1/8/2023,2486,1/9/2023,2714,half year,2445,half year,2824,1/12/2023,2379,1/10/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2520,2021,2464,2021,2538,2022,2365,2022,2672,2023,2408,2023
ONE DEVONSHIRE,Condo,Central,CCR - [D09],,2654,1/10/2022,2974,1/11/2023,,,2654,1/10/2022,3042,1/8/2023,2654,no sales,3014,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,2380,2019,0,no sales,2220,2020,2527,2021,2528,2021,2654,2022,2720,2022,0,no sales,2912,2023
ONE DRAYCOTT,Condo,Central,CCR - [D10],,3339,1/12/2023,3006,1/5/2023,,,3591,1/8/2023,2641,1/5/2023,3285,half year,2641,no sales,3312,1/9/2023,2641,1/5/2023,0,no sales,0,no sales,0,no sales,0,no sales,3094,2020,0,no sales,3188,2021,0,no sales,3228,2022,0,no sales,3259,2023,2604,2023
ONE DUCHESS,Condo,Central,CCR - [D10],,2379,1/12/2022,2098,1/3/2021,,,2379,1/12/2022,2098,1/3/2021,2379,no sales,2098,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2195,2021,2098,2021,2379,2022,0,no sales,0,no sales,0,no sales
ONE DUSUN RESIDENCES,Condo,Central,RCR - [D12],,1780,1/12/2023,1503,1/10/2020,,,1820,1/4/2023,1503,1/10/2020,1786,half year,1503,no sales,0,NaT,0,NaT,1643,2018,0,no sales,1618,2019,0,no sales,1563,2020,1503,2020,1585,2021,0,no sales,1678,2022,0,no sales,1782,2023,0,no sales
ONE EIGHTIES RESIDENCES,Condo,East,RCR - [D15],,1781,1/9/2023,1507,1/3/2022,,,1810,1/11/2022,1507,1/3/2022,1781,half year,1507,no sales,0,NaT,0,NaT,0,no sales,1421,2018,1411,2019,0,no sales,1494,2020,0,no sales,1485,2021,1483,2021,1609,2022,1507,2022,1664,2023,0,no sales
ONE FORT,Condo,East,RCR - [D15],,0,no sales,1773,1/8/2022,,,0,no sales,1997,1/7/2022,0,no sales,1773,no sales,0,no sales,0,NaT,0,no sales,1412,2018,0,no sales,0,no sales,0,no sales,1508,2020,0,no sales,1522,2021,0,no sales,1842,2022,0,no sales,0,no sales
ONE HOLLAND VILLAGE RESIDENCES,Condo,Central,CCR - [D10],,0,NaT,0,NaT,,,3179,1/4/2023,3426,1/8/2022,2794,half year,2741,half year,2862,1/8/2023,2741,1/8/2023,0,no sales,0,no sales,2666,2019,2744,2019,2752,2020,2515,2020,2652,2021,2806,2021,2761,2022,2830,2022,2875,2023,2991,2023
ONE JERVOIS,Condo,Central,CCR - [D10],,2310,1/12/2022,2165,1/10/2023,,,2310,1/12/2022,2198,1/4/2023,2310,no sales,2165,half year,0,NaT,0,NaT,0,no sales,0,no sales,1752,2019,1719,2019,1779,2020,1740,2020,1929,2021,1891,2021,2237,2022,1954,2022,0,no sales,2146,2023
ONE K GREENLANE,Condo,East,RCR - [D15],,1382,1/1/2022,1113,1/3/2019,,,1382,1/1/2022,1113,1/3/2019,1382,no sales,1113,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1113,2019,0,no sales,0,no sales,1240,2021,0,no sales,1382,2022,0,no sales,0,no sales,0,no sales
ONE LEICESTER,Condo,East,RCR - [D13],,1476,1/8/2022,1752,1/10/2023,,,1476,1/8/2022,1752,1/10/2023,1476,no sales,1713,half year,0,NaT,0,NaT,1378,2018,1249,2018,0,no sales,1331,2019,1378,2020,1406,2020,1357,2021,1358,2021,1476,2022,1532,2022,0,no sales,1713,2023
ONE MEYER,Condo,East,RCR - [D15],,2933,1/12/2023,2933,1/12/2023,,,2933,1/12/2023,2729,1/10/2023,2933,half year,2729,half year,2419,1/7/2022,2471,1/6/2022,0,no sales,0,no sales,2708,2019,2537,2019,2625,2020,2492,2020,2590,2021,2481,2021,2578,2022,2459,2022,2933,2023,2729,2023
ONE OXLEY RISE,Condo,Central,CCR - [D09],,2280,1/8/2023,1840,1/5/2023,,,2280,1/8/2023,2155,1/8/2022,2280,half year,1840,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,1731,2019,1982,2020,0,no sales,1924,2021,1770,2021,1984,2022,2060,2022,2280,2023,1840,2023
ONE PEARL BANK,Condo,Central,RCR - [D03],,2648,1/11/2023,2648,1/11/2023,,,3009,1/12/2022,2928,1/7/2023,2711,half year,2800,half year,2941,1/8/2023,2824,1/10/2023,0,no sales,0,no sales,2382,2019,2632,2019,2501,2020,2228,2020,2492,2021,2349,2021,2655,2022,2458,2022,2818,2023,2719,2023
ONE ROBIN,Condo,Central,CCR - [D10],,0,no sales,1572,1/7/2023,,,0,no sales,1968,1/10/2022,0,no sales,1572,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1798,2021,0,no sales,1562,2022,0,no sales,1572,2023
ONE ROSYTH,Condo,Northeast,OCR - [D19],,1183,1/11/2020,1254,1/11/2022,,,1183,1/11/2020,1254,1/11/2022,1183,no sales,1254,no sales,0,NaT,0,NaT,0,no sales,922,2018,0,no sales,0,no sales,1183,2020,0,no sales,0,no sales,988,2021,0,no sales,1162,2022,0,no sales,0,no sales
ONE SHENTON,Condo,Central,CCR - [D01],,2081,1/11/2023,1820,1/11/2023,,,2082,1/7/2023,2257,1/1/2021,2081,half year,1735,half year,0,NaT,0,NaT,0,no sales,0,no sales,1911,2019,1567,2019,1778,2020,1509,2020,1726,2021,1610,2021,1824,2022,1712,2022,1884,2023,1722,2023
ONE ST MICHAEL'S,Condo,Central,RCR - [D12],,1602,1/8/2022,1524,1/8/2022,,,1602,1/8/2022,1524,1/8/2022,1602,no sales,1524,no sales,0,NaT,0,NaT,0,no sales,1337,2018,0,no sales,1350,2019,0,no sales,1368,2020,1471,2021,1376,2021,1575,2022,1479,2022,0,no sales,0,no sales
ONE TREE HILL MANSIONS,Condo,Central,CCR - [D10],,0,no sales,1489,1/7/2023,,,0,no sales,1489,1/7/2023,0,no sales,1489,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1092,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1395,2023
ONE TREE HILL RESIDENCE,Condo,Central,CCR - [D10],,0,no sales,2343,1/7/2023,,,0,no sales,2389,1/4/2022,0,no sales,2343,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2085,2019,0,no sales,0,no sales,0,no sales,2228,2021,0,no sales,2340,2022,0,no sales,2320,2023
ONE-NORTH EDEN,Condo,West,RCR - [D05],,0,NaT,0,NaT,,,2257,1/4/2021,2051,1/4/2021,1877,no sales,2019,no sales,1877,1/5/2021,2019,1/3/2022,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2038,2021,1894,2021,0,no sales,2012,2022,0,no sales,0,no sales
ONE-NORTH RESIDENCES,Condo,West,RCR - [D05],,1839,1/11/2023,1303,1/12/2023,,,1848,1/10/2023,1722,1/11/2023,1707,half year,1571,half year,0,NaT,0,NaT,0,no sales,0,no sales,1436,2019,1510,2019,1466,2020,1370,2020,1470,2021,1443,2021,1537,2022,1492,2022,1649,2023,1517,2023
ONEROBEY,Condo,Northeast,OCR - [D19],,1502,1/9/2022,0,no sales,,,1502,1/9/2022,0,no sales,1502,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1472,2021,0,no sales,1502,2022,0,no sales,0,no sales,0,no sales
ONZE @ TANJONG PAGAR,Condo,Central,RCR - [D02],,2226,1/11/2023,2356,1/11/2020,,,2226,1/11/2023,2519,1/6/2019,2226,half year,2356,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,2519,2019,2121,2020,2356,2020,0,no sales,0,no sales,0,no sales,0,no sales,2226,2023,0,no sales
OPAL SUITES,Condo,Central,RCR - [D12],,1449,1/3/2023,0,no sales,,,1548,1/9/2021,0,no sales,1449,no sales,0,no sales,0,NaT,0,no sales,1294,2018,0,no sales,1316,2019,0,no sales,0,no sales,0,no sales,1530,2021,0,no sales,1438,2022,0,no sales,1454,2023,0,no sales
OPERA ESTATE,Condo,East,OCR - [D15],,0,no sales,650,1/3/2022,,,0,no sales,768,1/9/2018,0,no sales,650,no sales,0,no sales,0,NaT,0,no sales,768,2018,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,650,2022,0,no sales,0,no sales
OPTIMA @ TANAH MERAH,Condo,East,OCR - [D16],,1466,1/10/2023,1507,1/12/2023,,,1538,1/12/2022,1507,1/12/2023,1446,half year,1478,half year,0,NaT,0,NaT,1279,2018,1122,2018,1225,2019,1110,2019,1208,2020,1149,2020,1297,2021,1176,2021,1371,2022,1364,2022,1414,2023,1445,2023
ORANGE GROVE RESIDENCES,Condo,Central,CCR - [D10],,0,no sales,2207,1/8/2023,,,0,no sales,2378,1/5/2023,0,no sales,2207,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1580,2019,0,no sales,1848,2020,0,no sales,1844,2021,0,no sales,2108,2022,0,no sales,2260,2023
ORCHARD BEL AIR,Condo,Central,CCR - [D10],,0,no sales,1548,1/6/2023,,,0,no sales,1548,1/6/2023,0,no sales,1548,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1412,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1548,2023
ORCHARD COURT,Condo,Central,CCR - [D09],,0,no sales,1678,1/11/2023,,,0,no sales,1858,1/9/2022,0,no sales,1746,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1080,2019,0,no sales,0,no sales,0,no sales,1540,2021,0,no sales,1559,2022,0,no sales,1726,2023
ORCHARD SCOTTS,Condo,Central,CCR - [D09],,0,no sales,1656,1/8/2023,,,0,no sales,1888,1/11/2022,0,no sales,1656,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1524,2019,0,no sales,1458,2020,0,no sales,1543,2021,0,no sales,1678,2022,0,no sales,1745,2023
ORCHARD SOPHIA,Condo,Central,CCR - [D09],,0,NaT,0,no sales,,,2895,1/8/2023,0,no sales,2818,half year,0,no sales,2804,1/11/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2818,2023,0,no sales
ORCHARD TOWERS,Condo,Central,CCR - [D09],,2196,1/8/2023,1564,1/10/2023,,,2196,1/8/2023,1564,1/10/2023,2196,half year,1564,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1328,2020,0,no sales,1320,2021,0,no sales,1550,2022,2196,2023,1564,2023
ORCHARD VIEW,Condo,Central,CCR - [D09],,0,no sales,2767,1/9/2022,,,0,no sales,2807,1/10/2021,0,no sales,2767,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2431,2019,0,no sales,0,no sales,0,no sales,2516,2021,0,no sales,2767,2022,0,no sales,0,no sales
ORCHID APARTMENTS,Condo,Central,CCR - [D11],,0,no sales,1644,1/10/2022,,,0,no sales,1696,1/4/2022,0,no sales,1644,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,1217,2019,0,no sales,1327,2020,0,no sales,1550,2021,0,no sales,1670,2022,0,no sales,0,no sales
ORCHID PARK CONDO,Condo,North,OCR - [D27],,0,no sales,992,1/8/2023,,,0,no sales,992,1/8/2023,0,no sales,956,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,945,2023
ORCHID PARK CONDOMINIUM,Condo,North,OCR - [D27],,1009,1/11/2023,1050,1/12/2023,,,1009,1/11/2023,1050,1/12/2023,967,half year,956,half year,0,NaT,0,NaT,764,2018,707,2018,751,2019,701,2019,706,2020,707,2020,773,2021,760,2021,877,2022,870,2022,942,2023,932,2023
ORION,Condo,Central,CCR - [D10],,0,no sales,2389,1/10/2023,,,0,no sales,2389,1/10/2023,0,no sales,2302,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2044,2019,0,no sales,0,no sales,0,no sales,2219,2021,0,no sales,0,no sales,0,no sales,2302,2023
OUE TWIN PEAKS,Condo,Central,CCR - [D09],,2368,1/10/2023,2190,1/12/2023,,,2770,1/5/2023,2690,1/12/2022,2376,half year,2190,half year,0,NaT,0,NaT,0,no sales,0,no sales,2441,2019,2323,2019,2259,2020,2306,2020,2355,2021,2398,2021,2200,2022,2425,2022,2336,2023,2256,2023
OVADA 8,Condo,East,RCR - [D15],,0,no sales,1042,1/7/2020,,,0,no sales,1042,1/7/2020,0,no sales,1042,no sales,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,974,2019,0,no sales,1042,2020,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales
OXFORD SUITES,Condo,Central,RCR - [D08],,1545,1/7/2022,1534,1/3/2023,,,1567,1/12/2021,1534,1/3/2023,1545,no sales,1534,no sales,0,NaT,0,NaT,0,no sales,0,no sales,1433,2019,0,no sales,1370,2020,0,no sales,1482,2021,1420,2021,1545,2022,0,no sales,0,no sales,1534,2023
