name,zone,category,top,psf1,psf2,notes,link,psf1_max,psf2_max,psf1_avg,psf2_avg,psf1_new,psf2_new
8 ON CHUAN,,OCR - [D19],,0,1078, ,,0,1078,0,1078,0,0
ADELPHI PARK ESTATE,,RCR - [D20],,2416,2334, ,,2416,2334,2416,2334,0,0
AIRVIEW PARK,,RCR - [D21],,2283,1420, ,,2283,2460,2283,2460,0,2460
ALLAMANDA GROVE,,CCR - [D10],,2854,1892, ,,2854,2224,2854,1892,0,0
ALWYN PARK,,OCR - [D19],,1699,1117, ,,1699,1117,1699,1117,0,0
APOLLO GARDENS,,OCR - [D16],,0,1490, ,,0,1490,0,1490,0,0
ARDISIA GARDENS,,OCR - [D19],,1536,823, ,,1536,1148,1536,823,0,0
ASHLEY GREEN,,CCR - [D10],,0,1156, ,,0,1156,0,1156,0,0
AVANT PARC,,OCR - [D27],,1172,0, ,,1172,0,1172,0,0,0
AVILA TERRACE,,OCR - [D17],,1876,1408, ,,1876,1408,1876,1408,0,0
BAN GUAN PARK,,CCR - [D10],,0,2298, ,,0,2928,0,2298,0,0
BANYAN PARK,,RCR - [D05],,1893,1927, ,,1893,1927,1893,1927,0,0
BANYAN VILLAS,,OCR - [D26],,2106,1764, ,,2106,1764,2106,1764,0,0
BARTLEY RISE ESTATE,,OCR - [D19],,1654,836, ,,1654,1478,1654,836,0,0
BARTLEY VILLAS,,OCR - [D19],,1062,928, ,,1062,928,1062,928,0,0
BEAUTY GARDEN,,OCR - [D19],,1490,1403, ,,1490,1569,1490,1403,0,0
BEDOK GROVE,,OCR - [D16],,2086,0, ,,2086,0,2086,0,0,0
BEDOK PARK,,OCR - [D16],,0,1719, ,,0,1719,0,1413,0,0
BEDOK PESARI,,OCR - [D16],,1406,1339, ,,1406,1339,1406,1339,0,0
BEDOK RIA,,OCR - [D16],,2091,1019, ,,2091,1067,2091,1019,0,0
BEDOKVILLE,,OCR - [D16],,0,1149, ,,0,1593,0,1149,0,0
BEECHWOOD TERRACE,,OCR - [D25],,0,1173, ,,0,1173,0,1173,0,0
BELGRAVIA PARK,,OCR - [D28],,0,1395, ,,0,1633,0,1395,0,0
BENA PARK,,OCR - [D17],,0,1456, ,,0,1456,0,1456,0,0
BINJAI PARK,,RCR - [D21],,0,1824, ,,0,1876,0,1824,0,0
BLAIR PLAIN CONSERVATION AREA,,RCR - [D02],,2612,2620, ,,4010,2807,3311,2620,0,0
BOON GARDENS,,OCR - [D19],,1678,0, ,,1678,0,1678,0,0,0
BOUTIQUE @ KOVAN,,OCR - [D19],,0,1047, ,,0,1047,0,1047,0,0
BRADDELL HEIGHTS ESTATE,,OCR - [D13],,0,1337, ,,0,1861,0,1274,0,0
BREEZEWAYS,,RCR - [D05],,0,1232, ,,0,1943,0,1232,0,0
BRIGHT GARDEN,,OCR - [D15],,1887,0, ,,1887,0,1887,0,0,0
BRIGHTHILL RESIDENCES,,RCR - [D20],,0,0, ,,0,2937,0,1983,0,1983
BUKIT LOYANG ESTATE,,OCR - [D17],,0,1084, ,,0,1339,0,1084,0,0
BURGHLEY DRIVE,,OCR - [D19],,0,0, ,,2020,2221,1837,2221,1837,1820
BURGUNDY HILL,,OCR - [D23],,0,1020, ,,0,1278,0,1020,0,0
CACTUS BLOOM,,OCR - [D28],,0,1281, ,,0,1281,0,1281,0,0
CACTUS GREEN,,OCR - [D28],,0,867, ,,0,867,0,867,0,0
CAIRNHILL CONSERVATION AREA,,CCR - [D09],,0,3903, ,,0,4349,0,3903,0,0
CALDECOTT HILL ESTATE,,CCR - [D11],,0,1225, ,,0,1800,0,1225,0,0
CAMDEN PARK,,CCR - [D11],,0,1957, ,,0,1957,0,1957,0,0
CAMELIA PARK,,OCR - [D28],,0,1323, ,,0,1323,0,1323,0,0
CAMWOOD PARK,,CCR - [D10],,0,1722, ,,0,1722,0,1722,0,0
CANARY PARK,,OCR - [D16],,1608,1721, ,,1608,1721,1608,1721,0,0
CAPITOL PARK,,CCR - [D11],,2736,2265, ,,3474,3498,2736,2265,0,3498
CARMINE COLLECTION,,RCR - [D21],,0,2243, ,,0,2243,0,2243,0,0
CASA SERENO,,OCR - [D14],,0,1056, ,,0,1056,0,1056,0,0
CASHEW ESTATE,,OCR - [D23],,0,1113, ,,0,1544,0,1113,0,0
CASHEW GREEN,,OCR - [D23],,2384,0, ,,2384,2212,2384,1960,2089,1960
CASHEW VILLAS,,OCR - [D23],,2134,1159, ,,2325,2160,2134,1159,0,0
CATHAY GARDEN,,OCR - [D15],,1962,0, ,,2571,0,1962,0,0,0
CAYMAN RESIDENCES,,OCR - [D15],,0,2176, ,,2784,2612,2409,2176,2409,2176
CENTURY WOODS,,OCR - [D25],,1270,1045, ,,1517,1045,1389,1045,0,0
CHANGI GROVE,,OCR - [D17],,0,1221, ,,0,1221,0,1221,0,0
CHANGI HEIGHTS,,OCR - [D17],,1612,1231, ,,1650,1231,1612,1231,0,0
CHARLTON GARDEN,,OCR - [D19],,0,1663, ,,0,1663,0,1663,0,0
CHARLTON PARK,,OCR - [D19],,1386,1391, ,,1935,1807,1386,1391,0,0
CHELSEA VILLAGE,,RCR - [D05],,2193,1111, ,,2193,1415,2193,1111,0,0
CHENG SOON GARDEN,,RCR - [D21],,0,1587, ,,0,1720,0,1524,0,0
CHEOW KENG GARDEN,,RCR - [D15],,1641,1338, ,,1641,1338,1641,1338,0,0
CHESTER PARK,,RCR - [D05],,1929,0, ,,1929,0,1929,0,0,0
CHESTNUT GARDENS,,OCR - [D23],,1863,1701, ,,1863,1787,1863,1701,0,0
CHIP BEE GARDENS,,CCR - [D10],,0,1685, ,,0,2164,0,1685,0,0
CHIP HOCK GARDENS,,CCR - [D10],,0,2301, ,,0,3335,0,2818,0,0
CHIP THYE GARDEN,,OCR - [D20],,1747,1075, ,,1747,1744,1747,1075,0,0
CHISELHURST GREEN,,OCR - [D19],,1239,930, ,,1259,930,1239,930,0,0
CHOON SING GARDEN,,RCR - [D20],,0,1773, ,,0,1896,0,1773,0,0
CHUAN GARDEN,,OCR - [D19],,0,1025, ,,0,1499,0,1025,0,0
CHUAN GREEN,,OCR - [D19],,1707,830, ,,1716,1223,1707,830,0,0
CHUAN LOFT,,OCR - [D19],,1177,0, ,,1177,0,1177,0,0,0
CHUAN SEVEN,,OCR - [D19],,1097,670, ,,1097,670,1097,670,0,0
CHUAN TERRACE,,OCR - [D19],,0,1911, ,,0,1911,0,1911,0,0
CHUAN VILLAS,,OCR - [D19],,1754,792, ,,1754,1181,1659,1027,0,0
CHUAN VILLE,,OCR - [D19],,1451,0, ,,1451,0,1451,0,0,0
CHUAN YUAN,,OCR - [D19],,0,1003, ,,0,1003,0,1003,0,0
CHWEE CHIAN VIEW,,RCR - [D05],,1437,1226, ,,1437,1508,1437,1226,0,0
CLASSICAL TERRACE,,OCR - [D19],,1439,1160,,,1439,1160,1439,1160,0,0
CLEMENTI GREEN,,RCR - [D21],,0,1501,,,0,1501,0,1501,0,0
CLEMENTI PARK,,OCR - [D21],,0,2124,,,0,2124,0,2124,0,0
CLOVER PARK,,RCR - [D20],,2369,1895,,,2369,2089,2369,1895,0,0
CLYDESCOVE,,OCR - [D17],,0,1094,,,0,1094,0,1094,0,0
COASTAL VILLAS,,OCR - [D16],,0,1033,,,0,1033,0,1033,0,0
COMFORT GARDEN,,OCR - [D23],,1457,1350,,,1457,1350,1457,1350,0,0
CORAL ISLAND,,CCR - [D04],,0,2717,,,0,2717,0,2717,0,0
CORAL PARK,,RCR - [D20],,2381,1625,,,2381,1866,2381,1625,0,0
CORONATION VILLAGE,,CCR - [D10],,3200,0,,,3200,0,3200,0,0,0
CORONATION VILLE,,CCR - [D10],,0,1999,,,0,2255,0,1999,0,0
CORONATION WEST PARK,,CCR - [D10],,0,2067,,,0,2067,0,2067,0,0
COUNTRYVIEW,,OCR - [D27],,0,1061,,,0,1061,0,1061,0,0
D' KENARIS,,OCR - [D28],,0,1356,,,0,1356,0,1356,0,0
D' SILVA TERRACE,,OCR - [D19],,1686,0,,,1686,0,1686,0,0,0
D'WILKINSON,,RCR - [D15],,0,2213,,,0,2213,0,2213,0,0
DAISY PARK,,OCR - [D13],,1806,0,,,1807,0,1806,0,0,0
DEDAP GARDENS,,OCR - [D28],,0,1378,,,0,1378,0,1378,0,0
DRAGON VIEW PARK,,CCR - [D10],,0,2290,,,0,2290,0,2290,0,0
DUCHESS GARDEN,,CCR - [D10],,0,2277,,,0,2409,0,2277,0,0
DUKE'S GARDEN,,CCR - [D10],,0,2462,,,0,2462,0,2462,0,0
DUNEARN ESTATE,,CCR - [D11],,0,2185,,,0,3433,0,3320,0,3320
DUNMAN GARDEN,,RCR - [D15],,0,1434,,,0,1434,0,1434,0,0
DYSON RITZ,,CCR - [D11],,0,2075,,,0,2324,0,2075,0,0
EALINE PARK,,RCR - [D05],,0,1413,,,0,1413,0,1413,0,0
EAST COAST HILL,,OCR - [D16],,1953,1367,,,1953,2211,1953,1176,0,0
EAST COAST PARK,,OCR - [D15],,2932,2046,,,2932,3072,2932,3072,2514,3072
EAST MOON PARK,,OCR - [D15],,0,1415,,,0,1415,0,1415,0,0
EAST VIEW GARDEN,,OCR - [D16],,0,1362,,,0,1430,0,1362,0,0
EASTERN GROVE,,OCR - [D16],,0,1413,,,0,1413,0,1413,0,0
EASTWOOD GARDEN TERRACES,,OCR - [D16],,0,727,,,0,727,0,727,0,0
EASTWOOD GARDENS,,OCR - [D15],,2090,0,,,2090,0,2090,0,0,0
EASTWOOD GREEN TERRACES,,OCR - [D16],,1255,934,,,1255,934,1255,934,0,0
EASTWOOD PARK,,OCR - [D16],,1177,981,,,1177,989,1177,981,0,0
EASTWOOD VILLE,,OCR - [D16],,1160,938,,,1160,938,1160,938,0,0
EASTWOOD WALK GARDENS,,OCR - [D16],,1234,663,,,1234,663,1234,663,0,0
EATON PARK,,OCR - [D28],,0,1497,,,0,1710,0,1497,0,0
EDEN PARK,,CCR - [D10],,0,2267,,,0,2811,0,2250,0,0
ELIAS TERRACE,,OCR - [D18],,1629,1283,,,1629,1283,1629,1283,0,0
ELITE COURT,,OCR - [D15],,0,1568,,,0,1568,0,1568,0,0
EMERALD HILL CONSERVATION AREA,,CCR - [D09],,5137,5756,,,5137,5756,5137,5756,0,0
ENCHANTÉ,,CCR - [D11],,0,1849,,,0,1849,0,1849,0,0
ENG AUN PARK,,CCR - [D11],,2553,1994,,,2553,3298,2553,3192,0,3192
ENG KONG PARK,,RCR - [D21],,1996,2212,,,2325,2212,1996,2212,0,0
EVERGREEN GARDEN,,OCR - [D16],,0,1462,,,0,1462,0,1462,0,0
EXCELSIOR GARDENS,,OCR - [D16],,2230,0,,,2230,0,2230,0,0,0
FABER GARDEN,,RCR - [D20],,0,1370,,,0,1370,0,1370,0,0
FABER HILLS,,OCR - [D05],,0,1620,,,0,1811,0,1465,0,0
FANTA GARDEN,,OCR - [D28],,1134,1033,,,1134,1339,1134,1033,0,0
FENGLI GARDENS,,OCR - [D19],,1922,1036,,,1922,1814,1922,1036,0,0
FERNWOOD TERRACES,,OCR - [D15],,2146,0,,,2215,0,2146,0,0,0
FLORENCE GARDENS,,OCR - [D19],,1602,889,,,1602,889,1602,889,0,0
FLORENCE GROVE,,OCR - [D19],,2759,2186,,,2759,2186,2759,2186,0,0
FLORENCE TERRACE,,OCR - [D19],,0,1335,,,0,1335,0,1335,0,0
FLORIDA PARK,,OCR - [D28],,2364,1457,,,2364,1457,2364,1457,0,0
FLORISSA PARK,,OCR - [D26],,0,1639,,,0,1639,0,1639,0,0
FOH PIN GARDEN,,OCR - [D19],,0,1216,,,0,1230,0,1216,0,0
FORTUNA GARDENS,,OCR - [D19],,2709,2330,,,2709,2330,2709,2330,0,0
FORTUNA HILL,,OCR - [D19],,1711,1591,,,1711,1591,1711,1591,0,0
FRANKEL ESTATE,,OCR - [D15],,2482,1265,,,2594,2837,2198,1741,0,2837
FUDU PARK,,OCR - [D26],,1564,1433,,,1632,1454,1564,1433,0,0
FULTON HILL,,RCR - [D20],,2132,1472,,,2132,1684,2132,1424,0,0
FUYONG ESTATE,,OCR - [D23],,314,299,,,314,374,314,278,0,0
GABRIEL VILLAS,,OCR - [D19],,0,869,,,0,869,0,869,0,0
GALLOP VILLAS,,CCR - [D10],,0,2723,,,0,2723,0,2723,0,0
GAMBIR TERRACE,,OCR - [D19],,0,1379,,,0,1379,0,1379,0,0
GAO MING HUA YUAN,,RCR - [D21],,0,1424,,,0,1424,0,1424,0,0
GARDEN VIEW ESTATE,,OCR - [D19],,0,1288,,,0,1566,0,1288,0,0
GARLICK PARK,,CCR - [D10],,0,2548,,,0,2548,0,2548,0,0
GARLICK VILLE,,CCR - [D10],,2109,1748,,,2109,1934,2109,1748,0,0
GENTLE VILLAS,,CCR - [D11],,0,1508,,,0,1508,0,1508,0,0
GERALD GARDENS,,OCR - [D28],,1728,990,,,1756,1440,1728,990,0,0
GERALD MUGLISTON ESTATE,,OCR - [D28],,0,1282,,,0,1890,0,1282,0,0
GERALD RESIDENCE,,OCR - [D28],,1976,1077,,,1976,1077,1976,1077,0,0
GEYLANG CONSERVATION AREA,,RCR - [D14],,2088,0,,,2088,0,2088,0,0,0
GLASGOW GREEN,,OCR - [D19],,2319,0,,,2319,0,2319,0,0,0
GOLDEN CHUAN VILLE,,OCR - [D19],,1636,0,,,1636,0,1636,0,0,0
GOLDEN HILL ESTATE,,OCR - [D20],,2087,1298,,,2184,1886,2087,1555,0,0
GOLDEN RISE ESTATE,,RCR - [D21],,0,1745,,,0,2048,0,1745,0,0
GOLDENHILL VILLAS,,OCR - [D19],,2253,1787,,,2253,1787,2253,1787,0,0
GOLDHILL GARDENS,,CCR - [D11],,0,2380,,,0,2563,0,2380,0,0
GOLDILL GARDENS,,CCR - [D11],,0,2104,,,0,2104,0,2104,0,0
GOLDLEAF GARDENS,,OCR - [D15],,1954,0,,,1954,0,1954,0,0,0
GOODLINK PARK,,OCR - [D27],,1593,1048,,,1593,1070,1593,1048,0,0
GOODLUCK GARDEN,,RCR - [D21],,0,940,,,0,940,0,940,0,0
GOVT CO-OP HOUSING ESTATE,,OCR - [D19],,0,1451,,,0,1451,0,1451,0,0
GRACE GARDEN,,OCR - [D15],,0,1587,,,0,1587,0,1587,0,0
GRACE PARK,,OCR - [D19],,0,1498,,,0,1792,0,1498,0,0
GREEN HILL ESTATE,,OCR - [D23],,0,1212,,,0,1351,0,1212,0,0
GREEN PARK,,OCR - [D16],,1669,1382,,,1842,1382,1669,1382,0,0
GREEN SPRINGS,,OCR - [D28],,0,1228,,,0,1228,0,1228,0,0
GREENBANK PARK,,RCR - [D21],,0,2487,,,0,2487,0,2487,0,0
GREENRIDGE,,RCR - [D21],,1983,1935,,,1983,1935,1983,1935,0,0
GREENWOOD VILLAS,,CCR - [D11],,0,2756,,,0,2756,0,2756,0,0
GUAN SOON TERRACE,,OCR - [D16],,1819,1439,,,1819,1439,1819,1439,0,0
GUAN SOON VILLAS,,OCR - [D16],,0,1450,,,0,1450,0,1450,0,0
HAI SING PARK,,OCR - [D19],,0,1736,,,0,1736,0,1736,0,0
HAPPY ESTATE,,OCR - [D20],,0,1255,,,0,1347,0,1255,0,0
HAPPY GARDENS,,RCR - [D13],,0,1654,,,0,1654,0,1654,0,0
HARVEY VIEW,,OCR - [D16],,1772,1374,,,1772,1685,1772,1374,0,0
HAUS@SERANGOON GARDEN,,OCR - [D19],,1771,1526,,,1920,1595,1771,1560,0,0
HAZEL PARK TERRACE,,OCR - [D23],,0,1396,,,0,1808,0,1396,0,0
HEETON CLASS,,OCR - [D26],,0,1529,,,0,1529,0,1529,0,0
HEETON CLASSIC,,OCR - [D26],,1666,1032,,,1666,1470,1666,1032,0,0
HEETON PARK,,OCR - [D26],,1733,1493,,,1733,1493,1733,1493,0,0
HENLEY GARDENS,,OCR - [D19],,1294,1183,,,1294,1183,1294,1183,0,0
HENRY PARK,,CCR - [D10],,1808,2060,,,1808,3079,1808,2060,0,3079
HERITAGE 9,,RCR - [D15],,3016,2065,,,3016,2065,3016,2065,0,0
HIGHGATE PARK,,RCR - [D21],,2300,1391,,,2300,1391,2300,1391,0,0
HIGHLAND COTTAGES,,OCR - [D19],,0,1238,,,0,1238,0,1238,0,0
HIGHLAND ROW,,OCR - [D19],,0,1544,,,0,1544,0,1544,0,0
HILLCREST PARK,,CCR - [D11],,0,2256,,,0,2815,0,2256,0,0
HILLVIEW GARDEN ESTATE,,OCR - [D23],,0,1537,,,0,2414,0,1828,0,2414
HILLVIEW VILLAS,,OCR - [D23],,0,1083,,,0,1854,0,1083,0,0
HOCK SENG PARK,,RCR - [D21],,0,1867,,,0,2200,0,1867,0,0
HOCK SWEE HILL,,OCR - [D28],,0,996,,,0,1518,0,996,0,0
HOLLAND GARDENS,,CCR - [D10],,0,1671,,,0,2087,0,1671,0,0
HOLLAND GREEN,,CCR - [D10],,0,1455,,,0,1455,0,1455,0,0
HOLLAND GROVE,,CCR - [D10],,0,1599,,,0,1634,0,1599,0,0
HOLLAND GROVE PARK,,CCR - [D10],,0,2183,,,0,2183,0,2183,0,0
